,EmployeeID,Age,Gender,MaritalStatus,NumberChildren,DateBirth,Over18,Education,EducationField,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition,OverTime,DistanceFromHome,RemoteWork,BusinessTravel,TrainingTimesLastYear,Department,JobRole,JobLevel,DailyRate,HourlyRate,MonthlyRate,MonthlyIncome,PercentSalaryHike,StockOptionLevel,Salary,StandardHours
471,1951,34,Male,Divorced,,1989,,4,Medical,1,"9,0",8,,1,1,1,3,3,2.0,3,3.0,No,No,13,1,travel_rarely,2,, sales executive ,3,1239.0,39.0,22914.0,,18,1,1000000000,
472,1952,26,Male,Single,,1997,Y,3,Medical,0,"8,0",7,,7,6,1,1,4,,3,3.0,No,No,1,1,,6, Research & Development , laboratory technician ,1,157.0,95.0,20006.0,,13,0,1000000000,
473,1965,27,Male,,,1996,,3,,1,,7,,0,7,1,4,1,,3,3.0,No,,9,0,travel_rarely,5,, sales executive ,2,954.0,44.0,5099.0,,14,0,1000000000,
474,1967,31,Male,,,1992,Y,4,Marketing,1,"10,0",10,,0,8,1,4,3,3.0,3,3.0,Yes,Yes,26,1,travel_frequently,4, Sales , sales executive ,2,754.0,63.0,21075.0,,11,0,1000000000,
475,nan129,33,Male,Divorced,,1990,,2,Life Sciences,1,"9,0",9,,2,8,1,3,3,3.0,3,,No,,7,1,travel_frequently,2,, healthcare representative ,2,1303.0,,18079.0,,20,3,1000000000,
476,1979,31,Female,Married,,1992,,3,,4,"13,0",11,,4,8,1,3,3,4.0,3,4.0,No,No,10,1,,2,, research director ,3,697.0,40.0,26862.0,,20,1,1000000000,
477,2008,35,Male,,,1988,,4,Medical,1,"10,0",10,,0,8,1,3,2,3.0,3,3.0,No,No,9,1,,5,, research scientist ,2,1395.0,48.0,18698.0,5098.0,19,0,1000000000,
478,2009,33,Female,Married,,1990,,2,,0,,9,,8,1,1,4,1,3.0,3,,No,Yes,15,1,travel_rarely,6,, healthcare representative ,2,501.0,95.0,21653.0,,13,1,1000000000,
479,2014,39,Male,Single,,1984,,1,Life Sciences,7,,7,,1,7,1,4,1,3.0,3,,No,No,24,0,travel_rarely,2,, research scientist ,2,116.0,52.0,5340.0,,13,0,1000000000,
480,nan130,36,Female,Married,,1987,Y,3,,0,"10,0",9,,3,4,4,4,3,3.0,2,3.0,No,No,46,1,travel_rarely,2,, sales executive ,3,557.0,94.0,12695.0,,19,2,1000000000,
481,2034,41,Female,Married,,1982,Y,4,Life Sciences,0,"21,0",20,,0,10,1,2,3,3.0,2,,No,No,28,1,travel_rarely,3,, manufacturing director ,4,582.0,60.0,5640.0,13570.0,23,1,1000000000,
482,2035,34,Female,Married,,1989,Y,3,Marketing,1,"8,0",8,,1,7,1,3,4,3.0,2,4.0,No,No,28,0,,2, Sales , sales executive ,2,704.0,95.0,8978.0,6712.0,21,2,1000000000,
483,nan131,38,Female,Married,,1985,,2,,1,"10,0",10,,1,9,1,4,3,3.0,3,3.0,No,No,10,1,travel_rarely,1,, sales executive ,2,,100.0,5982.0,,11,1,1000000000,
484,2062,39,Male,,,1984,,1,,4,,7,,1,7,1,1,1,3.0,2,3.0,No,,6,1,travel_rarely,5,, healthcare representative ,3,613.0,42.0,21457.0,9991.0,15,1,1000000000,80.0
485,28,34,Female,Single,,1989,,4,,0,,12,6.0,2,11,1,2,3,3.0,3,,No,No,7,0,travel_rarely,4,, research director ,3,419.0,53.0,21293.0,,11,0,1000000000,
486,nan132,44,Female,Married,,1979,,4,Medical,3,"24,0",22,,5,17,1,4,4,3.0,2,,No,,7,1,travel_rarely,4,, healthcare representative ,3,477.0,42.0,2094.0,10248.0,14,1,1000000000,
487,62,46,Male,Single,,1977,Y,4,,4,"14,0",9,,0,8,1,4,3,3.0,3,,No,,5,1,,4,, sales executive ,2,1211.0,98.0,20445.0,,21,0,1000000000,
488,199,41,Male,Divorced,,1982,Y,3,Life Sciences,4,,7,,7,7,1,1,2,2.0,2,3.0,No,,10,0,travel_frequently,2, Research & Development , manager ,4,857.0,91.0,12888.0,,13,1,1000000000,
489,343,39,Female,Single,,1984,,4,,0,"20,0",19,,11,8,1,3,4,3.0,3,4.0,No,No,2,0,,1, Research & Development , healthcare representative ,3,505.0,64.0,6420.0,10938.0,25,0,1000000000,
490,351,42,Female,Divorced,,1981,,3,Medical,0,"10,0",9,,7,8,1,1,3,3.0,2,3.0,No,Yes,2,1,travel_rarely,4,, laboratory technician ,1,269.0,56.0,8007.0,2593.0,11,1,1000000000,80.0
491,428,33,Female,Married,,1990,Y,4,,6,"12,0",10,,8,8,1,2,2,3.0,3,,No,,5,1,travel_frequently,2, Research & Development , manager ,3,553.0,74.0,23364.0,11878.0,11,2,1000000000,80.0
492,464,35,Male,Single,,1988,,4,Technical Degree,0,"17,0",16,,0,13,1,2,4,3.0,3,3.0,No,No,5,1,travel_rarely,5,, manufacturing director ,3,1296.0,62.0,18264.0,8095.0,13,0,1000000000,80.0
493,nan133,33,Male,Married,,1990,,1,Medical,7,"15,0",7,,7,7,1,3,4,4.0,3,3.0,Yes,,15,1,travel_rarely,2,, manager ,3,1277.0,56.0,24619.0,,12,0,1000000000,
494,nan134,40,Female,Single,,1983,,3,Life Sciences,7,"22,0",20,,5,13,1,3,3,3.0,3,3.0,No,No,6,0,travel_rarely,3,, manufacturing director ,4,302.0,75.0,20364.0,,15,0,1000000000,
495,731,41,Male,Divorced,,1982,Y,4,Human Resources,3,"23,0",21,,12,6,1,4,2,2.0,2,3.0,No,No,10,0,travel_rarely,2,, manager ,5,427.0,73.0,8861.0,,15,3,1000000000,
496,764,27,Female,,,1996,,3,,8,,7,,0,7,1,1,1,1.0,2,3.0,No,No,7,0,,2,, healthcare representative ,2,975.0,55.0,23398.0,,19,0,1000000000,
497,nan135,52,Male,,,1971,,4,Marketing,1,,34,,1,16,1,1,1,4.0,2,3.0,No,,3,1,travel_rarely,3,, manager ,4,621.0,31.0,10084.0,16856.0,11,0,1000000000,
498,851,51,Female,Married,,1972,,4,Marketing,2,,20,,4,17,1,3,3,2.0,3,3.0,No,No,26,0,travel_rarely,2,, manager ,4,1318.0,66.0,5594.0,,14,1,1000000000,
499,903,47,Female,,,1976,,2,Marketing,0,"8,0",7,,7,7,1,4,1,3.0,3,4.0,No,,2,1,travel_rarely,2,, sales executive ,2,249.0,35.0,17783.0,4537.0,22,1,1000000000,
500,905,50,Male,Divorced,,1973,Y,4,,1,"31,0",31,,14,7,1,1,4,3.0,3,3.0,No,,2,0,non-travel,3, Research & Development , manager ,4,881.0,98.0,4544.0,17924.0,11,1,1000000000,
501,942,35,Female,Married,,1988,,1,Life Sciences,1,"10,0",10,,0,7,1,4,4,1.0,3,4.0,No,,21,1,travel_rarely,2, Research & Development , healthcare representative ,2,1137.0,51.0,19170.0,4014.0,25,1,1000000000,
502,1026,39,Female,Married,,1984,,1,,1,,21,,11,8,1,4,3,3.0,2,3.0,No,No,1,1,travel_rarely,3,, manufacturing director ,4,466.0,65.0,7060.0,12742.0,16,1,1000000000,
503,nan136,39,Female,Single,,1984,,3,Medical,1,,21,,2,8,1,1,3,3.0,3,3.0,No,,22,0,travel_frequently,2,, manufacturing director ,3,945.0,82.0,5083.0,,13,0,1000000000,
504,1085,41,Female,,,1982,,2,,1,,10,,0,8,1,3,3,3.0,4,3.0,No,No,7,0,,3,, research scientist ,1,509.0,43.0,18863.0,3376.0,13,0,1000000000,80.0
505,nan137,44,Male,Married,,1979,,2,Medical,9,"24,0",20,,3,6,1,1,4,3.0,2,,Yes,No,1,1,,1, Human Resources , human resources ,3,1376.0,91.0,2326.0,10482.0,14,1,1000000000,80.0
506,1109,42,Male,,,1981,,2,Medical,0,"23,0",22,,13,7,1,1,4,3.0,3,3.0,No,No,2,0,,3,, manager ,4,469.0,35.0,14399.0,,17,1,1000000000,
507,1118,52,Male,Single,,1971,Y,4,Life Sciences,7,"18,0",8,,4,0,1,2,4,,3,3.0,No,,7,1,travel_rarely,4,, healthcare representative ,3,994.0,87.0,15322.0,,19,0,1000000000,
508,1152,38,Male,,,1985,,3,,1,"7,0",7,,5,0,1,3,4,4.0,4,3.0,No,No,1,1,,2,, human resources ,1,433.0,37.0,6004.0,,13,1,1000000000,
509,nan138,46,Female,,,1977,,2,Life Sciences,6,"10,0",7,,5,7,1,1,3,4.0,3,3.0,No,,1,1,,3, Human Resources , human resources ,1,991.0,44.0,22957.0,,12,0,1000000000,80.0
510,1350,35,Male,Single,,1988,,4,Life Sciences,1,,9,,1,1,1,3,2,3.0,3,3.0,No,,4,0,,3,, research scientist ,2,482.0,87.0,2690.0,4249.0,11,0,1000000000,
511,1514,28,Male,Married,,1995,,1,Life Sciences,1,"8,0",8,,1,7,1,2,2,2.0,1,,No,,29,1,travel_rarely,2, Research & Development , manufacturing director ,2,1083.0,96.0,3173.0,6549.0,14,2,1000000000,
512,1523,44,Male,Married,,1979,,3,Life Sciences,3,,20,,14,17,1,1,3,4.0,3,3.0,No,No,28,1,,1,, research director ,4,136.0,32.0,22074.0,,13,1,1000000000,
513,1539,50,Male,,,1973,,5,,1,,32,,13,9,1,4,4,3.0,1,3.0,No,,22,0,,2,, research director ,4,333.0,88.0,24450.0,14411.0,13,0,1000000000,
514,nan139,55,Male,,,1968,Y,5,Marketing,1,"36,0",36,,2,13,1,4,3,3.0,2,4.0,No,No,23,1,travel_rarely,3,, manager ,5,685.0,60.0,23037.0,19586.0,21,1,1000000000,80.0
515,1588,39,Male,Married,,1984,Y,3,,2,"11,0",7,,7,6,1,3,1,3.0,4,3.0,No,No,6,1,,3, Sales , sales executive ,3,1462.0,38.0,4658.0,8237.0,11,1,1000000000,
516,1617,49,Female,,,1974,,4,,1,"10,0",9,,1,4,1,1,4,2.0,3,3.0,No,,13,1,,3, Research & Development , laboratory technician ,1,722.0,84.0,22102.0,3211.0,14,1,1000000000,
517,1719,45,Female,Single,,1978,,2,Technical Degree,1,"21,0",21,6.0,8,6,1,2,3,3.0,2,,No,,28,0,,2,, research director ,4,,48.0,17119.0,16704.0,11,0,1000000000,
518,nan140,46,Male,,,1977,,3,,4,,10,,0,3,1,4,2,2.0,3,3.0,No,,2,0,,5,, sales executive ,3,1277.0,74.0,5596.0,,12,1,1000000000,
519,1870,27,Female,Married,,1996,,3,,0,,7,,7,3,1,1,4,,2,3.0,No,No,15,0,,2,, research scientist ,1,1131.0,77.0,23844.0,4774.0,19,1,1000000000,
520,2031,42,Male,Married,,1981,,3,,5,"24,0",22,,4,14,1,3,1,2.0,3,3.0,No,,2,1,travel_rarely,2,, manager ,5,300.0,56.0,17312.0,,11,0,1000000000,
521,2065,49,Male,Married,,1974,,3,,2,"17,0",9,,0,8,1,2,4,2.0,2,3.0,No,,2,1,,3, Sales , sales executive ,2,1023.0,63.0,13243.0,,14,0,1000000000,80.0
522,15,29,Female,Single,,1994,,2,Life Sciences,0,"10,0",9,,0,8,1,3,4,3.0,2,3.0,No,Yes,15,1,travel_rarely,3,, laboratory technician ,2,153.0,49.0,12682.0,,12,0,1000000000,
523,60,34,Male,,,1989,Y,4,Marketing,0,,9,,8,7,1,3,3,3.0,3,4.0,No,No,12,0,non-travel,2,, sales executive ,2,1065.0,72.0,10034.0,4568.0,20,0,1000000000,
524,nan141,37,Male,Divorced,,1986,,4,,1,,7,,0,7,1,3,3,,2,3.0,No,No,1,0,,2,, manufacturing director ,2,1115.0,51.0,2689.0,5993.0,18,1,1000000000,80.0
525,85,36,Male,Single,,1987,Y,3,,1,"6,0",6,,0,3,1,2,3,3.0,2,3.0,No,No,11,1,,3,, manufacturing director ,2,1195.0,95.0,22656.0,6499.0,13,0,1000000000,
526,nan142,45,Male,Single,,1978,,3,,5,"9,0",6,,0,3,1,4,2,2.0,3,3.0,No,,29,1,,2,, research scientist ,1,1316.0,83.0,9752.0,3452.0,13,0,1000000000,
527,346,29,Male,,,1994,,3,,1,"6,0",6,,1,5,1,4,1,3.0,3,3.0,No,No,15,0,travel_rarely,1,, research scientist ,1,665.0,60.0,22673.0,,19,0,1000000000,
528,384,26,Female,,,1997,,3,,1,"6,0",6,,1,4,1,2,1,1.0,3,4.0,No,No,1,0,,6,, manufacturing director ,2,1479.0,84.0,26767.0,6397.0,20,1,1000000000,80.0
529,498,28,Male,Single,,1995,Y,4,Life Sciences,1,,7,,0,7,1,4,4,3.0,3,3.0,No,No,9,1,,1,, sales executive ,2,304.0,92.0,20750.0,,16,0,1000000000,
530,551,42,Female,Married,,1981,Y,4,Technical Degree,0,"7,0",6,,0,4,1,4,4,4.0,2,3.0,No,No,30,1,travel_frequently,4,, healthcare representative ,2,1368.0,,4386.0,,11,3,1000000000,80.0
531,604,31,Male,,,1992,,1,Life Sciences,4,"10,0",6,,0,5,1,4,3,4.0,3,3.0,No,Yes,2,1,travel_rarely,2, Sales , sales executive ,2,828.0,77.0,8346.0,,13,0,1000000000,80.0
532,nan143,37,Female,Single,,1986,Y,3,,4,,6,,1,2,4,4,4,4.0,3,3.0,No,,47,1,travel_rarely,3,, manufacturing director ,3,799.0,59.0,23848.0,,17,0,1000000000,
533,626,37,Male,Divorced,,1986,Y,4,,1,"9,0",9,,7,7,1,2,4,3.0,3,3.0,No,No,9,0,non-travel,6,, sales executive ,3,142.0,69.0,24666.0,,13,1,1000000000,
534,nan144,37,Female,Married,,1986,,4,Life Sciences,6,"8,0",6,,4,3,1,2,2,2.0,3,3.0,No,,1,0,travel_rarely,2,, manufacturing director ,2,446.0,65.0,15701.0,,12,1,1000000000,
535,nan145,24,Male,,,1999,,3,Medical,1,,6,,1,4,1,4,2,3.0,4,3.0,No,,23,1,travel_rarely,3,, research scientist ,1,691.0,89.0,21630.0,2725.0,11,2,1000000000,
536,644,50,Male,Married,,1973,,3,,1,,32,,10,7,1,2,3,3.0,3,3.0,No,No,3,0,,2,, manager ,5,1246.0,99.0,7999.0,,11,1,1000000000,80.0
537,649,34,Male,,,1989,,2,Life Sciences,1,"6,0",6,,1,3,1,4,4,3.0,2,3.0,No,Yes,1,1,,3,, research scientist ,1,254.0,83.0,22794.0,3622.0,13,1,1000000000,
538,714,27,Female,,,1996,,1,Medical,1,,6,,0,4,1,4,2,3.0,4,,No,,3,0,travel_frequently,3,, sales executive ,2,1410.0,71.0,16673.0,,20,2,1000000000,80.0
539,781,25,Female,Single,,1998,Y,1,,1,"6,0",6,,1,4,4,4,2,2.0,3,4.0,No,No,42,0,,5, Sales , sales executive ,2,883.0,32.0,22807.0,6180.0,23,0,1000000000,
540,nan146,34,Male,Single,,1989,Y,3,Other,1,"6,0",6,,1,4,1,4,3,3.0,3,4.0,No,No,25,1,,5, Sales , sales executive ,2,304.0,60.0,18686.0,6274.0,22,0,1000000000,
541,804,34,Female,,,1989,Y,4,,1,"6,0",6,,1,3,1,1,3,3.0,2,,No,,2,1,,3, Research & Development , research scientist ,1,121.0,86.0,7530.0,4381.0,11,0,1000000000,80.0
542,nan147,35,Male,Single,,1988,Y,3,Other,3,"17,0",8,,1,6,1,3,2,4.0,3,4.0,No,No,7,0,,3,, manufacturing director ,3,950.0,59.0,18869.0,,21,0,1000000000,
543,856,35,Female,,,1988,,1,Medical,1,"6,0",6,,1,1,2,1,4,2.0,2,3.0,No,,16,0,,3,, research scientist ,1,1343.0,53.0,17852.0,2559.0,11,0,1000000000,
544,998,33,Female,Married,,1990,Y,4,,1,,6,,1,2,1,2,1,3.0,4,3.0,No,Yes,1,1,,2, Research & Development , healthcare representative ,2,827.0,84.0,20161.0,5488.0,13,1,1000000000,
545,1120,29,Female,Divorced,,1994,Y,4,Life Sciences,4,"11,0",7,,1,7,1,4,1,3.0,3,4.0,No,No,28,0,,1,, research scientist ,1,1107.0,93.0,26968.0,2514.0,22,1,1000000000,
546,1143,29,Female,Divorced,,1994,,3,,0,"8,0",7,,1,1,1,2,4,2.0,3,3.0,No,No,10,1,travel_frequently,2, Research & Development , research scientist ,1,490.0,61.0,17940.0,,14,2,1000000000,
547,nan148,34,Female,Married,,1989,,1,Life Sciences,1,,6,,1,3,1,3,1,2.0,3,4.0,No,,9,0,,3,, sales executive ,2,1400.0,70.0,5829.0,,20,0,1000000000,80.0
548,nan149,28,Male,Married,,1995,Y,4,Medical,1,"6,0",6,,3,3,1,1,3,3.0,2,3.0,No,,19,0,travel_rarely,2,, laboratory technician ,1,1179.0,78.0,12449.0,3196.0,12,3,1000000000,
549,nan150,44,Female,Married,,1979,Y,1,Life Sciences,1,"10,0",10,,7,7,1,4,4,3.0,4,3.0,No,,2,0,,5,, research scientist ,1,1117.0,72.0,19982.0,,13,1,1000000000,
550,1251,31,Male,Married,,1992,,2,,1,"6,0",6,,0,1,1,1,4,2.0,3,,No,Yes,11,0,travel_rarely,2, Research & Development , healthcare representative ,2,1332.0,80.0,17089.0,,12,0,1000000000,
551,nan151,26,Male,,,1997,,2,Life Sciences,1,,8,,2,2,1,4,2,2.0,3,4.0,No,Yes,4,0,,2, Research & Development , research scientist ,1,583.0,53.0,9973.0,,20,0,1000000000,80.0
552,1438,47,Male,,,1976,Y,3,,7,"17,0",6,,1,2,1,4,3,2.0,3,3.0,No,No,1,1,travel_rarely,2,, research scientist ,1,465.0,74.0,10205.0,3420.0,12,1,1000000000,80.0
553,nan152,37,Male,Single,,1986,,2,,0,"7,0",6,,1,3,1,3,1,1.0,4,3.0,No,No,5,0,,2, Research & Development , laboratory technician ,1,1413.0,84.0,25470.0,,14,0,1000000000,
554,1574,32,Male,Married,,1991,,4,,4,"9,0",6,,1,2,1,1,2,2.0,3,3.0,No,,1,1,,3,, research scientist ,2,1200.0,,25174.0,4087.0,14,1,1000000000,
555,1671,32,Male,Divorced,,1991,Y,3,Medical,0,"10,0",9,,1,6,1,2,3,2.0,3,3.0,No,No,2,1,,4,, research scientist ,2,977.0,45.0,25518.0,,13,2,1000000000,
556,nan153,33,Female,,,1990,Y,3,Life Sciences,1,"7,0",6,,1,2,1,4,3,3.0,3,4.0,No,Yes,16,0,non-travel,2,, sales executive ,2,530.0,36.0,16130.0,5368.0,25,1,1000000000,80.0
557,nan154,47,Male,Married,,1976,,3,,7,"25,0",23,,14,10,1,3,3,1.0,1,,Yes,No,9,1,,3, Sales , sales executive ,4,1093.0,82.0,24164.0,12936.0,11,0,1000000000,
558,nan155,41,Female,,,1982,,2,,8,"8,0",6,,0,5,1,4,1,1.0,3,3.0,Yes,Yes,1,0,,0,, sales executive ,2,1102.0,94.0,19479.0,,11,0,1000000000,
559,nan156,35,Male,Married,,1988,,3,Medical,0,"6,0",5,,0,3,1,2,3,3.0,4,3.0,No,,16,0,travel_rarely,5, Research & Development , laboratory technician ,1,809.0,84.0,16479.0,,13,1,1000000000,
560,94,29,Male,Married,,1994,Y,3,Life Sciences,0,,5,,0,4,1,2,4,3.0,3,4.0,No,No,2,0,travel_rarely,3,, research scientist ,1,1328.0,76.0,4956.0,,23,1,1000000000,
561,nan157,32,Male,,,1991,Y,3,Life Sciences,1,"10,0",10,,0,9,1,2,2,3.0,3,3.0,No,No,1,1,travel_rarely,3,, research scientist ,2,548.0,66.0,7346.0,,17,2,1000000000,80.0
562,nan158,35,Male,Single,,1988,,3,Medical,1,"6,0",6,,0,4,1,3,1,3.0,2,3.0,No,No,1,0,travel_rarely,3,, research scientist ,1,1214.0,30.0,26278.0,,18,0,1000000000,
563,112,56,Male,,,1967,,3,,4,"37,0",6,,0,2,1,4,1,2.0,1,3.0,No,No,13,1,,3,, manufacturing director ,3,,,21698.0,,11,0,1000000000,
564,129,28,Male,,,1995,Y,3,Medical,1,"5,0",5,,0,4,1,3,2,4.0,3,3.0,No,,4,1,,3,, sales executive ,2,120.0,43.0,8863.0,4221.0,15,0,1000000000,80.0
565,142,25,Male,Single,,1998,Y,3,,1,,6,,0,3,1,3,4,3.0,2,3.0,Yes,Yes,5,1,travel_rarely,1,, sales executive ,2,240.0,46.0,26959.0,,11,0,1000000000,
566,161,56,Female,,,1967,Y,4,Life Sciences,9,"7,0",5,,4,3,1,2,1,3.0,3,3.0,Yes,,14,1,,2,, research scientist ,1,441.0,72.0,4510.0,4963.0,18,3,1000000000,
567,164,26,Female,Married,,1997,,3,,1,"5,0",5,,4,3,1,2,3,2.0,2,3.0,No,,6,0,,3, Research & Development , research scientist ,1,841.0,46.0,23300.0,,19,0,1000000000,
568,190,32,Female,,,1991,,3,Medical,7,,5,,0,4,1,1,1,4.0,3,4.0,Yes,No,9,0,,2,, laboratory technician ,1,1033.0,41.0,10224.0,4200.0,22,0,1000000000,80.0
569,194,30,Female,Single,,1993,,3,Life Sciences,1,,5,,0,4,1,3,3,2.0,3,3.0,No,No,18,1,travel_rarely,4,, research scientist ,1,,75.0,23910.0,,14,0,1000000000,80.0
570,226,50,Female,,,1973,Y,3,,3,,5,,4,4,1,2,2,3.0,3,3.0,No,,11,0,travel_rarely,5,, manager ,5,1452.0,53.0,17053.0,,15,0,1000000000,
571,231,32,Male,,,1991,Y,5,Life Sciences,3,"8,0",5,,1,4,1,3,1,,3,4.0,No,No,6,0,,2,, research scientist ,1,120.0,43.0,12430.0,,20,0,1000000000,
572,240,45,Female,,,1978,Y,2,,4,"9,0",5,,0,3,1,1,1,4.0,3,3.0,No,,4,0,travel_rarely,3,, sales executive ,2,1268.0,30.0,6319.0,5006.0,11,1,1000000000,
573,262,43,Male,Divorced,,1980,,3,,4,"7,0",5,,2,2,1,4,4,4.0,4,3.0,No,No,7,1,,3,, research scientist ,1,,37.0,5228.0,,14,3,1000000000,
574,283,29,Female,Married,,1994,,3,Marketing,1,"10,0",10,,1,9,1,4,4,2.0,3,4.0,Yes,,27,1,,3,, sales executive ,3,121.0,35.0,24525.0,7639.0,22,3,1000000000,
575,308,31,Male,,,1992,Y,4,Medical,0,"6,0",5,,1,4,1,3,4,3.0,1,3.0,No,,1,1,non-travel,2, Research & Development , manufacturing director ,2,,90.0,4381.0,,12,1,1000000000,
576,325,33,Male,Married,,1990,,3,,5,"8,0",5,,0,4,1,4,3,1.0,3,3.0,Yes,Yes,14,0,,2,, laboratory technician ,1,813.0,58.0,22149.0,,13,1,1000000000,
577,355,31,Male,,,1992,Y,2,,0,,5,,1,4,1,2,2,4.0,2,3.0,Yes,No,29,1,,2,, laboratory technician ,1,307.0,71.0,11652.0,,11,0,1000000000,80.0
578,378,37,Male,,,1986,,4,,4,,5,,0,1,1,4,2,4.0,3,3.0,No,No,6,1,,5,, sales executive ,2,228.0,,22825.0,6502.0,14,1,1000000000,
579,nan159,50,Male,Divorced,,1973,,1,,3,"28,0",10,,1,6,1,2,1,2.0,3,3.0,No,No,4,0,,4, Research & Development , research director ,5,797.0,96.0,15815.0,,14,2,1000000000,
580,nan160,42,Female,Married,,1981,,3,,5,,20,,4,8,1,2,4,,3,3.0,No,,26,1,travel_frequently,2,, sales executive ,4,555.0,77.0,14864.0,13525.0,14,1,1000000000,
581,nan161,27,Male,,,1996,,3,,1,"5,0",5,,0,4,1,3,1,3.0,3,3.0,No,Yes,2,1,,3,, sales executive ,2,1377.0,74.0,5242.0,,11,0,1000000000,80.0
582,449,27,Male,,,1996,Y,1,Marketing,0,,5,,1,4,1,2,4,,3,3.0,No,Yes,1,1,non-travel,0,, sales executive ,2,210.0,73.0,22107.0,6349.0,13,1,1000000000,
583,466,41,Male,Single,,1982,,3,,6,,5,,1,2,1,2,4,3.0,2,3.0,No,Yes,6,1,travel_rarely,3,, manufacturing director ,2,483.0,,10110.0,,15,0,1000000000,
584,486,37,Female,,,1986,,3,Medical,6,,5,4.0,0,3,1,1,2,3.0,3,4.0,No,No,10,1,travel_rarely,3,, laboratory technician ,1,921.0,98.0,17663.0,,20,1,1000000000,80.0
585,492,40,Male,,,1983,Y,2,,2,"8,0",6,,1,0,2,3,1,3.0,2,3.0,Yes,Yes,22,1,,6,, sales executive ,2,575.0,68.0,6110.0,6380.0,12,2,1000000000,
586,505,55,Female,Single,,1968,Y,3,,2,,5,,1,2,1,4,3,3.0,3,3.0,No,Yes,2,0,,2,, manager ,4,1311.0,97.0,23258.0,,13,0,1000000000,
587,510,26,Male,,,1997,,1,,0,,6,,0,4,1,1,3,3.0,3,4.0,Yes,,3,1,travel_frequently,2,, research scientist ,1,575.0,73.0,6582.0,3102.0,22,0,1000000000,
588,nan162,40,Female,Divorced,,1983,Y,2,Marketing,7,,5,,1,3,1,2,3,3.0,3,3.0,No,,2,1,travel_rarely,5,, sales executive ,2,759.0,46.0,22553.0,,12,2,1000000000,
589,527,25,Female,Single,,1998,Y,2,,1,"5,0",5,,1,3,1,4,2,3.0,2,3.0,No,Yes,4,0,,3, Sales , sales executive ,2,891.0,99.0,12090.0,,11,0,1000000000,
590,nan163,30,Female,Single,,1993,,3,,0,,5,,4,4,1,3,2,3.0,3,,No,No,12,1,,6,, sales executive ,2,1082.0,83.0,19558.0,,11,0,1000000000,
591,nan164,52,Male,Married,,1971,Y,3,,2,,5,,0,4,1,3,3,3.0,2,,No,,32,0,travel_rarely,4,, manufacturing director ,3,319.0,,19609.0,,14,0,1000000000,80.0
592,547,42,Female,,,1981,,2,,2,"19,0",5,,0,2,1,3,2,3.0,3,3.0,No,No,12,0,travel_frequently,3,, research scientist ,2,532.0,92.0,12932.0,4556.0,11,1,1000000000,
593,548,30,Female,,,1993,,3,Life Sciences,2,"11,0",5,,0,2,1,4,3,3.0,1,4.0,No,No,2,1,travel_rarely,2,, manufacturing director ,2,317.0,43.0,24793.0,,20,0,1000000000,
594,577,35,Male,Single,,1988,,3,Life Sciences,0,,5,,4,3,1,3,3,3.0,1,3.0,No,No,22,0,travel_rarely,2,, laboratory technician ,1,144.0,46.0,19225.0,4230.0,15,0,1000000000,
595,nan165,31,Male,Divorced,,1992,Y,3,,9,"10,0",5,,0,1,1,4,3,2.0,2,4.0,No,,7,1,travel_rarely,3,, manager ,3,688.0,44.0,25291.0,,21,1,1000000000,80.0
596,nan166,35,Female,Single,,1988,Y,3,,1,"5,0",5,,0,3,1,3,4,3.0,3,3.0,No,,1,1,travel_rarely,3, Sales , sales executive ,2,195.0,80.0,6698.0,4859.0,16,0,1000000000,80.0
597,nan167,25,Male,,,1998,Y,1,,1,"7,0",7,,0,6,1,3,3,3.0,3,3.0,No,,13,1,,1,, sales representative ,1,622.0,40.0,26376.0,,11,0,1000000000,
598,679,32,Female,Married,,1991,Y,4,,1,"6,0",6,,0,5,1,4,4,,3,3.0,No,,9,0,travel_rarely,2,, research scientist ,2,646.0,92.0,18089.0,6322.0,12,1,1000000000,
599,785,47,Female,,,1976,Y,2,Life Sciences,4,"8,0",5,,1,3,1,3,4,3.0,4,3.0,Yes,Yes,27,0,,2,, sales executive ,2,719.0,77.0,10339.0,,12,0,1000000000,
600,861,30,Male,Divorced,,1993,Y,4,Life Sciences,9,"10,0",5,,0,3,1,4,2,2.0,2,3.0,No,No,5,1,travel_frequently,3,, research scientist ,1,1012.0,,2373.0,,12,1,1000000000,80.0
601,864,45,Male,Divorced,,1978,,3,Marketing,4,"18,0",5,,0,2,1,1,3,3.0,3,3.0,No,Yes,9,0,,2,, sales executive ,3,930.0,74.0,19239.0,10761.0,12,1,1000000000,80.0
602,878,36,Male,,,1987,,3,Life Sciences,0,,5,,0,3,1,1,3,3.0,2,4.0,No,,8,1,travel_rarely,3,, human resources ,1,1278.0,77.0,8635.0,,21,0,1000000000,80.0
603,895,31,Male,,,1992,,4,,3,,6,,0,2,1,4,2,3.0,3,3.0,No,,11,1,,2,, research scientist ,1,1222.0,48.0,14871.0,,19,1,1000000000,
